trx_id,sk_order,sk_product,product_name,product_category,product_discontinued,sk_customers,customer_companyname,customer_title,sk_supplier,supplier_companyname,sk_employee,employee_name,employee_title,sk_shipper,ship_city,ship_country,ship_region,shipped_date,shipper_companyname,sk_orderdate,tanggal,tahun_angka,bulan,kuartal,hari_dalam_bulan_angka,unitprice,quantity,discount,freight,amount
1484,569,38,Côte de Blaye,Beverages,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,19,Aux joyeux ecclésiastiques,4,Mrs. Margaret Peacock,Sales Representative,2,Eugene,United States of America,Oregon,1998/02/04 00:00:00.000000000,United Package,19980106,1998/01/06 00:00:00.000000000,1998,January,Q1,6,263.5,30,0.05,719.78,7920
1485,569,62,Tarte au sucre,Confections,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,29,Forêts d'érables,4,Mrs. Margaret Peacock,Sales Representative,2,Eugene,United States of America,Oregon,1998/02/04 00:00:00.000000000,United Package,19980106,1998/01/06 00:00:00.000000000,1998,January,Q1,6,49.3,20,0.05,719.78,980
1494,573,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,26,Pasta Buttini s.r.l.,3,Ms. Janet Leverling,Sales Representative,2,Albuquerque,United States of America,New Mexico,1998/01/13 00:00:00.000000000,United Package,19980107,1998/01/07 00:00:00.000000000,1998,January,Q1,7,38.0,30,0.0,37.52,1140
1495,574,35,Steeleye Stout,Beverages,Not Discontinued,75,Split Rail Beer & Ale,Sales Manager,17,Bigfoot Breweries,1,Ms. Nancy Davolio,Sales Representative,1,Lander,United States of America,Wyoming,1998/01/15 00:00:00.000000000,Speedy Express,19980108,1998/01/08 00:00:00.000000000,1998,January,Q1,8,18.0,20,0.0,36.68,360
1496,574,51,Manjimup Dried Apples,Produce,Not Discontinued,75,Split Rail Beer & Ale,Sales Manager,5,"G'day, Mate",1,Ms. Nancy Davolio,Sales Representative,1,Lander,United States of America,Wyoming,1998/01/15 00:00:00.000000000,Speedy Express,19980108,1998/01/08 00:00:00.000000000,1998,January,Q1,8,53.0,6,0.0,36.68,318
1497,575,62,Tarte au sucre,Confections,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,29,Forêts d'érables,6,Mr. Michael Suyama,Sales Representative,3,Kirkland,United States of America,Washington,1998/01/16 00:00:00.000000000,Federal Shipping,19980108,1998/01/08 00:00:00.000000000,1998,January,Q1,8,49.3,3,0.0,7.0,147
1498,575,70,Outback Lager,Beverages,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,10,"Pavlova, Ltd.",6,Mr. Michael Suyama,Sales Representative,3,Kirkland,United States of America,Washington,1998/01/16 00:00:00.000000000,Federal Shipping,19980108,1998/01/08 00:00:00.000000000,1998,January,Q1,8,15.0,6,0.0,7.0,90
1570,600,1,Chai,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/10 00:00:00.000000000,Federal Shipping,19980122,1998/01/22 00:00:00.000000000,1998,January,Q1,22,18.0,80,0.2,487.57,1440
1571,600,19,Teatime Chocolate Biscuits,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/10 00:00:00.000000000,Federal Shipping,19980122,1998/01/22 00:00:00.000000000,1998,January,Q1,22,9.2,12,0.2,487.57,108
1572,600,37,Gravad lax,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,18,Svensk Sjöföda AB,4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/10 00:00:00.000000000,Federal Shipping,19980122,1998/01/22 00:00:00.000000000,1998,January,Q1,22,26.0,60,0.2,487.57,1560
1573,600,45,Rogede sild,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,22,Lyngbysild,4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/10 00:00:00.000000000,Federal Shipping,19980122,1998/01/22 00:00:00.000000000,1998,January,Q1,22,9.5,36,0.2,487.57,360
1574,600,60,Camembert Pierrot,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,28,Gai pâturage,4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/10 00:00:00.000000000,Federal Shipping,19980122,1998/01/22 00:00:00.000000000,1998,January,Q1,22,34.0,45,0.2,487.57,1530
1575,600,71,Flotemysost,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,16,Norske Meierier,4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/10 00:00:00.000000000,Federal Shipping,19980122,1998/01/22 00:00:00.000000000,1998,January,Q1,22,21.5,55,0.2,487.57,1210
1587,605,2,Chang,Beverages,Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,6,Exotic Liquids,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Albuquerque,United States of America,New Mexico,1998/01/30 00:00:00.000000000,Speedy Express,19980126,1998/01/26 00:00:00.000000000,1998,January,Q1,26,19.0,15,0.0,174.05,285
1588,605,17,Alice Mutton,Meat/Poultry,Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,10,"Pavlova, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,1,Albuquerque,United States of America,New Mexico,1998/01/30 00:00:00.000000000,Speedy Express,19980126,1998/01/26 00:00:00.000000000,1998,January,Q1,26,39.0,6,0.0,174.05,234
1589,605,62,Tarte au sucre,Confections,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,29,Forêts d'érables,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Albuquerque,United States of America,New Mexico,1998/01/30 00:00:00.000000000,Speedy Express,19980126,1998/01/26 00:00:00.000000000,1998,January,Q1,26,49.3,50,0.0,174.05,2450
1593,608,16,Pavlova,Confections,Not Discontinued,55,Old World Delicatessen,Sales Representative,10,"Pavlova, Ltd.",3,Ms. Janet Leverling,Sales Representative,1,Anchorage,United States of America,Alaska,1998/02/04 00:00:00.000000000,Speedy Express,19980127,1998/01/27 00:00:00.000000000,1998,January,Q1,27,17.45,50,0.0,170.97,850
1594,608,31,Gorgonzola Telino,Dairy Products,Not Discontinued,55,Old World Delicatessen,Sales Representative,4,Formaggi Fortini s.r.l.,3,Ms. Janet Leverling,Sales Representative,1,Anchorage,United States of America,Alaska,1998/02/04 00:00:00.000000000,Speedy Express,19980127,1998/01/27 00:00:00.000000000,1998,January,Q1,27,12.5,14,0.0,170.97,182
1595,608,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,55,Old World Delicatessen,Sales Representative,26,Pasta Buttini s.r.l.,3,Ms. Janet Leverling,Sales Representative,1,Anchorage,United States of America,Alaska,1998/02/04 00:00:00.000000000,Speedy Express,19980127,1998/01/27 00:00:00.000000000,1998,January,Q1,27,38.0,24,0.0,170.97,912
1596,608,65,Louisiana Fiery Hot Pepper Sauce,Condiments,Not Discontinued,55,Old World Delicatessen,Sales Representative,1,New Orleans Cajun Delights,3,Ms. Janet Leverling,Sales Representative,1,Anchorage,United States of America,Alaska,1998/02/04 00:00:00.000000000,Speedy Express,19980127,1998/01/27 00:00:00.000000000,1998,January,Q1,27,21.05,15,0.15,170.97,315
1610,614,17,Alice Mutton,Meat/Poultry,Discontinued,89,White Clover Markets,Owner,10,"Pavlova, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1998/02/17 00:00:00.000000000,United Package,19980130,1998/01/30 00:00:00.000000000,1998,January,Q1,30,39.0,42,0.0,14.93,1638
1611,614,18,Carnarvon Tigers,Seafood,Not Discontinued,89,White Clover Markets,Owner,10,"Pavlova, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1998/02/17 00:00:00.000000000,United Package,19980130,1998/01/30 00:00:00.000000000,1998,January,Q1,30,62.5,20,0.0,14.93,1260
1612,614,21,Sir Rodney's Scones,Confections,Not Discontinued,89,White Clover Markets,Owner,11,"Specialty Biscuits, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1998/02/17 00:00:00.000000000,United Package,19980130,1998/01/30 00:00:00.000000000,1998,January,Q1,30,10.0,40,0.0,14.93,400
1613,614,33,Geitost,Dairy Products,Not Discontinued,89,White Clover Markets,Owner,16,Norske Meierier,4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1998/02/17 00:00:00.000000000,United Package,19980130,1998/01/30 00:00:00.000000000,1998,January,Q1,30,2.5,35,0.0,14.93,105
1614,614,62,Tarte au sucre,Confections,Not Discontinued,89,White Clover Markets,Owner,29,Forêts d'érables,4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1998/02/17 00:00:00.000000000,United Package,19980130,1998/01/30 00:00:00.000000000,1998,January,Q1,30,49.3,3,0.0,14.93,147
1626,620,53,Perth Pasties,Meat/Poultry,Discontinued,48,Lonesome Pine Restaurant,Sales Manager,5,"G'day, Mate",6,Mr. Michael Suyama,Sales Representative,1,Portland,United States of America,Oregon,1998/02/11 00:00:00.000000000,Speedy Express,19980203,1998/02/03 00:00:00.000000000,1998,February,Q1,3,32.8,3,0.0,1.93,99
1661,635,42,Singaporean Hokkien Fried Mee,Grains/Cereals,Discontinued,71,Save-a-lot Markets,Sales Representative,21,Leka Trading,4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/20 00:00:00.000000000,Federal Shipping,19980211,1998/02/11 00:00:00.000000000,1998,February,Q1,11,14.0,25,0.0,23.1,350
1662,635,49,Maxilaku,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,24,Karkki Oy,4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/20 00:00:00.000000000,Federal Shipping,19980211,1998/02/11 00:00:00.000000000,1998,February,Q1,11,20.0,20,0.15,23.1,400
1663,635,54,Tourtière,Meat/Poultry,Not Discontinued,71,Save-a-lot Markets,Sales Representative,25,Ma Maison,4,Mrs. Margaret Peacock,Sales Representative,3,Boise,United States of America,Idaho,1998/02/20 00:00:00.000000000,Federal Shipping,19980211,1998/02/11 00:00:00.000000000,1998,February,Q1,11,7.45,32,0.15,23.1,224
1664,636,24,Guaraná Fantástica,Beverages,Discontinued,48,Lonesome Pine Restaurant,Sales Manager,13,Refrescos Americanas LTDA,8,Ms. Laura Callahan,Inside Sales Coordinator,3,Portland,United States of America,Oregon,1998/02/20 00:00:00.000000000,Federal Shipping,19980212,1998/02/12 00:00:00.000000000,1998,February,Q1,12,4.5,8,0.0,0.53,40
1665,637,21,Sir Rodney's Scones,Confections,Not Discontinued,45,Let's Stop N Shop,Owner,11,"Specialty Biscuits, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,2,San Francisco,United States of America,California,1998/02/13 00:00:00.000000000,United Package,19980212,1998/02/12 00:00:00.000000000,1998,February,Q1,12,10.0,40,0.05,90.97,400
1666,637,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,45,Let's Stop N Shop,Owner,26,Pasta Buttini s.r.l.,4,Mrs. Margaret Peacock,Sales Representative,2,San Francisco,United States of America,California,1998/02/13 00:00:00.000000000,United Package,19980212,1998/02/12 00:00:00.000000000,1998,February,Q1,12,38.0,21,0.05,90.97,798
1667,637,65,Louisiana Fiery Hot Pepper Sauce,Condiments,Not Discontinued,45,Let's Stop N Shop,Owner,1,New Orleans Cajun Delights,4,Mrs. Margaret Peacock,Sales Representative,2,San Francisco,United States of America,California,1998/02/13 00:00:00.000000000,United Package,19980212,1998/02/12 00:00:00.000000000,1998,February,Q1,12,21.05,12,0.05,90.97,252
1678,642,11,Queso Cabrales,Dairy Products,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,9,Cooperativa de Quesos 'Las Cabras',9,Ms. Anne Dodsworth,Sales Representative,3,Albuquerque,United States of America,New Mexico,1998/02/23 00:00:00.000000000,Federal Shipping,19980216,1998/02/16 00:00:00.000000000,1998,February,Q1,16,21.0,40,0.0,280.61,840
1679,642,38,Côte de Blaye,Beverages,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,19,Aux joyeux ecclésiastiques,9,Ms. Anne Dodsworth,Sales Representative,3,Albuquerque,United States of America,New Mexico,1998/02/23 00:00:00.000000000,Federal Shipping,19980216,1998/02/16 00:00:00.000000000,1998,February,Q1,16,263.5,40,0.0,280.61,10560
1690,647,13,Konbu,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,2,Mayumi's,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1998/02/20 00:00:00.000000000,Speedy Express,19980218,1998/02/18 00:00:00.000000000,1998,February,Q1,18,6.0,28,0.05,116.13,168
1691,647,69,Gudbrandsdalsost,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,16,Norske Meierier,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1998/02/20 00:00:00.000000000,Speedy Express,19980218,1998/02/18 00:00:00.000000000,1998,February,Q1,18,36.0,50,0.05,116.13,1800
1692,647,75,Rhönbräu Klosterbier,Beverages,Not Discontinued,71,Save-a-lot Markets,Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1998/02/20 00:00:00.000000000,Speedy Express,19980218,1998/02/18 00:00:00.000000000,1998,February,Q1,18,7.75,120,0.05,116.13,960
1711,657,58,Escargots de Bourgogne,Seafood,Not Discontinued,89,White Clover Markets,Owner,27,Escargots Nouveaux,3,Ms. Janet Leverling,Sales Representative,3,Seattle,United States of America,Washington,1998/02/27 00:00:00.000000000,Federal Shipping,19980224,1998/02/24 00:00:00.000000000,1998,February,Q1,24,13.25,15,0.0,162.95,195
1712,657,62,Tarte au sucre,Confections,Not Discontinued,89,White Clover Markets,Owner,29,Forêts d'érables,3,Ms. Janet Leverling,Sales Representative,3,Seattle,United States of America,Washington,1998/02/27 00:00:00.000000000,Federal Shipping,19980224,1998/02/24 00:00:00.000000000,1998,February,Q1,24,49.3,35,0.0,162.95,1715
1787,689,36,Inlagd Sill,Seafood,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,18,Svensk Sjöföda AB,3,Ms. Janet Leverling,Sales Representative,2,Eugene,United States of America,Oregon,1998/03/18 00:00:00.000000000,United Package,19980309,1998/03/09 00:00:00.000000000,1998,March,Q1,9,19.0,30,0.2,33.68,570
1798,694,31,Gorgonzola Telino,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,4,Formaggi Fortini s.r.l.,7,Mr. Robert King,Sales Representative,2,Boise,United States of America,Idaho,1998/03/20 00:00:00.000000000,United Package,19980311,1998/03/11 00:00:00.000000000,1998,March,Q1,11,12.5,44,0.25,400.81,572
1799,694,62,Tarte au sucre,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,29,Forêts d'érables,7,Mr. Robert King,Sales Representative,2,Boise,United States of America,Idaho,1998/03/20 00:00:00.000000000,United Package,19980311,1998/03/11 00:00:00.000000000,1998,March,Q1,11,49.3,30,0.25,400.81,1470
1800,694,68,Scottish Longbreads,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",7,Mr. Robert King,Sales Representative,2,Boise,United States of America,Idaho,1998/03/20 00:00:00.000000000,United Package,19980311,1998/03/11 00:00:00.000000000,1998,March,Q1,11,12.5,80,0.25,400.81,1040
1801,694,72,Mozzarella di Giovanni,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,4,Formaggi Fortini s.r.l.,7,Mr. Robert King,Sales Representative,2,Boise,United States of America,Idaho,1998/03/20 00:00:00.000000000,United Package,19980311,1998/03/11 00:00:00.000000000,1998,March,Q1,11,34.8,50,0.0,400.81,1750
1858,718,51,Manjimup Dried Apples,Produce,Not Discontinued,55,Old World Delicatessen,Sales Representative,5,"G'day, Mate",6,Mr. Michael Suyama,Sales Representative,3,Anchorage,United States of America,Alaska,1998/03/30 00:00:00.000000000,Federal Shipping,19980320,1998/03/20 00:00:00.000000000,1998,March,Q1,20,53.0,16,0.0,144.38,848
1875,727,63,Vegie-spread,Condiments,Not Discontinued,75,Split Rail Beer & Ale,Sales Manager,10,"Pavlova, Ltd.",3,Ms. Janet Leverling,Sales Representative,3,Lander,United States of America,Wyoming,1998/04/03 00:00:00.000000000,Federal Shipping,19980325,1998/03/25 00:00:00.000000000,1998,March,Q1,25,43.9,10,0.0,12.96,440
1897,736,13,Konbu,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,2,Mayumi's,2,Dr. Andrew Fuller,"Vice President, Sales",2,Boise,United States of America,Idaho,1998/04/06 00:00:00.000000000,United Package,19980327,1998/03/27 00:00:00.000000000,1998,March,Q1,27,6.0,84,0.15,657.54,504
1898,736,57,Ravioli Angelo,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,26,Pasta Buttini s.r.l.,2,Dr. Andrew Fuller,"Vice President, Sales",2,Boise,United States of America,Idaho,1998/04/06 00:00:00.000000000,United Package,19980327,1998/03/27 00:00:00.000000000,1998,March,Q1,27,19.5,15,0.0,657.54,300
1899,737,16,Pavlova,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,10,"Pavlova, Ltd.",1,Ms. Nancy Davolio,Sales Representative,3,Boise,United States of America,Idaho,1998/04/03 00:00:00.000000000,Federal Shipping,19980330,1998/03/30 00:00:00.000000000,1998,March,Q1,30,17.45,55,0.0,211.22,935
1900,737,24,Guaraná Fantástica,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,13,Refrescos Americanas LTDA,1,Ms. Nancy Davolio,Sales Representative,3,Boise,United States of America,Idaho,1998/04/03 00:00:00.000000000,Federal Shipping,19980330,1998/03/30 00:00:00.000000000,1998,March,Q1,30,4.5,20,0.0,211.22,100
1901,737,36,Inlagd Sill,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,18,Svensk Sjöföda AB,1,Ms. Nancy Davolio,Sales Representative,3,Boise,United States of America,Idaho,1998/04/03 00:00:00.000000000,Federal Shipping,19980330,1998/03/30 00:00:00.000000000,1998,March,Q1,30,19.0,40,0.0,211.22,760
1912,741,7,Uncle Bob's Organic Dried Pears,Produce,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,7,Grandma Kelly's Homestead,3,Ms. Janet Leverling,Sales Representative,2,Albuquerque,United States of America,New Mexico,1998/04/10 00:00:00.000000000,United Package,19980331,1998/03/31 00:00:00.000000000,1998,March,Q1,31,30.0,60,0.0,61.14,1800
1913,741,62,Tarte au sucre,Confections,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,29,Forêts d'érables,3,Ms. Janet Leverling,Sales Representative,2,Albuquerque,United States of America,New Mexico,1998/04/10 00:00:00.000000000,United Package,19980331,1998/03/31 00:00:00.000000000,1998,March,Q1,31,49.3,40,0.1,61.14,1960
1924,745,72,Mozzarella di Giovanni,Dairy Products,Not Discontinued,77,The Big Cheese,Marketing Manager,4,Formaggi Fortini s.r.l.,1,Ms. Nancy Davolio,Sales Representative,3,Portland,United States of America,Oregon,1998/04/03 00:00:00.000000000,Federal Shipping,19980401,1998/04/01 00:00:00.000000000,1998,April,Q2,1,34.8,2,0.0,4.27,70
1941,753,4,Chef Anton's Cajun Seasoning,Condiments,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,1,New Orleans Cajun Delights,2,Dr. Andrew Fuller,"Vice President, Sales",3,Albuquerque,United States of America,New Mexico,1998/04/14 00:00:00.000000000,Federal Shipping,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,22.0,25,0.25,55.12,550
1942,753,24,Guaraná Fantástica,Beverages,Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,13,Refrescos Americanas LTDA,2,Dr. Andrew Fuller,"Vice President, Sales",3,Albuquerque,United States of America,New Mexico,1998/04/14 00:00:00.000000000,Federal Shipping,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,4.5,30,0.25,55.12,150
1943,753,77,Original Frankfurter grüne Soße,Condiments,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,2,Dr. Andrew Fuller,"Vice President, Sales",3,Albuquerque,United States of America,New Mexico,1998/04/14 00:00:00.000000000,Federal Shipping,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,13.0,30,0.0,55.12,390
1948,755,13,Konbu,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,2,Mayumi's,4,Mrs. Margaret Peacock,Sales Representative,1,Boise,United States of America,Idaho,1998/04/16 00:00:00.000000000,Speedy Express,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,6.0,56,0.0,141.16,336
1949,755,35,Steeleye Stout,Beverages,Not Discontinued,71,Save-a-lot Markets,Sales Representative,17,Bigfoot Breweries,4,Mrs. Margaret Peacock,Sales Representative,1,Boise,United States of America,Idaho,1998/04/16 00:00:00.000000000,Speedy Express,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,18.0,15,0.15,141.16,270
1950,755,42,Singaporean Hokkien Fried Mee,Grains/Cereals,Discontinued,71,Save-a-lot Markets,Sales Representative,21,Leka Trading,4,Mrs. Margaret Peacock,Sales Representative,1,Boise,United States of America,Idaho,1998/04/16 00:00:00.000000000,Speedy Express,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,14.0,24,0.15,141.16,336
1951,755,55,Pâté chinois,Meat/Poultry,Not Discontinued,71,Save-a-lot Markets,Sales Representative,25,Ma Maison,4,Mrs. Margaret Peacock,Sales Representative,1,Boise,United States of America,Idaho,1998/04/16 00:00:00.000000000,Speedy Express,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,24.0,40,0.0,141.16,960
1952,756,1,Chai,Beverages,Discontinued,78,The Cracker Box,Marketing Assistant,11,"Specialty Biscuits, Ltd.",3,Ms. Janet Leverling,Sales Representative,3,Butte,United States of America,Montana,1998/04/08 00:00:00.000000000,Federal Shipping,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,18.0,4,0.0,14.91,72
1953,756,40,Boston Crab Meat,Seafood,Not Discontinued,78,The Cracker Box,Marketing Assistant,20,New England Seafood Cannery,3,Ms. Janet Leverling,Sales Representative,3,Butte,United States of America,Montana,1998/04/08 00:00:00.000000000,Federal Shipping,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,18.4,10,0.0,14.91,180
1954,756,52,Filo Mix,Grains/Cereals,Not Discontinued,78,The Cracker Box,Marketing Assistant,5,"G'day, Mate",3,Ms. Janet Leverling,Sales Representative,3,Butte,United States of America,Montana,1998/04/08 00:00:00.000000000,Federal Shipping,19980406,1998/04/06 00:00:00.000000000,1998,April,Q2,6,7.0,10,0.0,14.91,70
1959,759,1,Chai,Beverages,Discontinued,32,Great Lakes Food Market,Marketing Manager,11,"Specialty Biscuits, Ltd.",3,Ms. Janet Leverling,Sales Representative,2,Eugene,United States of America,Oregon,1998/04/15 00:00:00.000000000,United Package,19980407,1998/04/07 00:00:00.000000000,1998,April,Q2,7,18.0,8,0.0,25.19,144
1960,759,29,Thüringer Rostbratwurst,Meat/Poultry,Discontinued,32,Great Lakes Food Market,Marketing Manager,3,Plutzer Lebensmittelgroßmärkte AG,3,Ms. Janet Leverling,Sales Representative,2,Eugene,United States of America,Oregon,1998/04/15 00:00:00.000000000,United Package,19980407,1998/04/07 00:00:00.000000000,1998,April,Q2,7,123.79,2,0.25,25.19,248
1989,771,12,Queso Manchego La Pastora,Dairy Products,Not Discontinued,48,Lonesome Pine Restaurant,Sales Manager,9,Cooperativa de Quesos 'Las Cabras',4,Mrs. Margaret Peacock,Sales Representative,2,Portland,United States of America,Oregon,1998/04/16 00:00:00.000000000,United Package,19980413,1998/04/13 00:00:00.000000000,1998,April,Q2,13,38.0,20,0.0,11.65,760
1990,771,18,Carnarvon Tigers,Seafood,Not Discontinued,48,Lonesome Pine Restaurant,Sales Manager,10,"Pavlova, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,2,Portland,United States of America,Oregon,1998/04/16 00:00:00.000000000,United Package,19980413,1998/04/13 00:00:00.000000000,1998,April,Q2,13,62.5,10,0.0,11.65,630
1991,771,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,48,Lonesome Pine Restaurant,Sales Manager,26,Pasta Buttini s.r.l.,4,Mrs. Margaret Peacock,Sales Representative,2,Portland,United States of America,Oregon,1998/04/16 00:00:00.000000000,United Package,19980413,1998/04/13 00:00:00.000000000,1998,April,Q2,13,38.0,5,0.0,11.65,190
2018,783,2,Chang,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,6,Exotic Liquids,7,Mr. Robert King,Sales Representative,2,Boise,United States of America,Idaho,1998/04/27 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,19.0,100,0.25,830.75,1900
2019,783,5,Chef Anton's Gumbo Mix,Condiments,Discontinued,71,Save-a-lot Markets,Sales Representative,1,New Orleans Cajun Delights,7,Mr. Robert King,Sales Representative,2,Boise,United States of America,Idaho,1998/04/27 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,21.35,70,0.0,830.75,1470
2020,783,29,Thüringer Rostbratwurst,Meat/Poultry,Discontinued,71,Save-a-lot Markets,Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,7,Mr. Robert King,Sales Representative,2,Boise,United States of America,Idaho,1998/04/27 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,123.79,60,0.25,830.75,7440
2021,783,59,Raclette Courdavault,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,28,Gai pâturage,7,Mr. Robert King,Sales Representative,2,Boise,United States of America,Idaho,1998/04/27 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,55.0,100,0.25,830.75,5500
2022,784,1,Chai,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",6,Mr. Michael Suyama,Sales Representative,2,Boise,United States of America,Idaho,1998/04/24 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,18.0,45,0.0,227.22,810
2023,784,13,Konbu,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,2,Mayumi's,6,Mr. Michael Suyama,Sales Representative,2,Boise,United States of America,Idaho,1998/04/24 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,6.0,80,0.0,227.22,480
2024,784,24,Guaraná Fantástica,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,13,Refrescos Americanas LTDA,6,Mr. Michael Suyama,Sales Representative,2,Boise,United States of America,Idaho,1998/04/24 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,4.5,21,0.0,227.22,105
2025,784,64,Wimmers gute Semmelknödel,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,6,Mr. Michael Suyama,Sales Representative,2,Boise,United States of America,Idaho,1998/04/24 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,33.25,20,0.0,227.22,660
